label,ccode,region,pop,qu,de,ar,aq,lng,lat,arid,capacity,delivery
Baleshwar,IND,2,168,2,4,3,1,86.937,21.504,1.105,1.94,505
Sagauli,IND,2,61,3,4,3,1,84.732,26.782,1.109,4,284
Sahibganj,IND,2,76,3,4,3,1,87.625,25.243,1.128,4.45,342
Kolaghat,IND,2,355,4,4,4,1,87.867,22.429,1.138,10.11,773
Habra,IND,2,125,4,4,4,1,88.65,22.846,1.146,5.64,571
Dhangadhi,NPL,2,69,3,4,3,1,80.592,28.704,1.171,3.06,323
Chauadanga,BGD,2,109,3,4,3,1,88.858,23.646,1.176,4.79,497
Purnia,IND,2,187,3,4,3,1,87.5,25.775,1.178,4.85,275
Katihar,IND,2,190,4,4,4,1,87.575,25.546,1.185,7.47,338
Bangaon,IND,2,100,3,4,3,1,88.842,23.046,1.187,4.83,515
Nator,BGD,2,83,3,4,3,1,88.992,24.413,1.189,3.62,365
Baduria,IND,2,73,3,4,3,1,88.786,22.741,1.209,4.85,539
Sitamarhi,IND,2,95,3,4,3,1,85.504,26.596,1.22,4.59,272
Naugaon,BGD,2,230,3,4,3,1,88.967,24.813,1.22,4.22,413
Mahendra_Nagar,NPL,2,81,2,4,3,1,80.333,28.917,1.224,2.36,451
Dharan,NPL,2,99,3,4,3,1,87.287,26.817,1.231,3.15,218
Kushtia,BGD,2,88,3,4,3,1,89.017,23.216,1.231,3.93,408
Haldwanicumkathgod,IND,2,423,3,4,3,1,79.475,28.95,1.239,2.66,714
Jafarpur,IND,2,134,4,4,4,1,88.202,22.305,1.245,7.56,539
Contai,IND,2,78,3,4,3,1,87.758,21.784,1.246,4.48,735
Sidharthanagar,NPL,2,54,2,4,3,1,83.458,27.529,1.253,2.13,386
Janakpur,NPL,2,78,3,4,3,1,85.925,26.734,1.261,2.59,261
Satkhira,BGD,2,90,3,4,3,1,89.079,22.721,1.281,4.41,566
Dhaka,IND,2,55,3,4,3,1,85.17,26.68,1.283,5.16,272
Basirhat,IND,2,116,4,4,4,1,88.875,22.659,1.288,6.49,762
Jessor,BGD,2,242,4,4,4,1,89.208,23.175,1.293,5.62,318
Biratnagar,NPL,2,218,2,4,3,1,87.279,26.529,1.297,2.18,172
Ishwardi,BGD,2,275,3,4,3,1,89.079,24.113,1.3,4.78,376
Jhenida,BGD,2,89,3,4,3,1,89.179,23.546,1.302,3.82,224
Araria,IND,2,59,4,4,4,1,87.471,26.129,1.327,5.65,282
Pabna,BGD,2,230,4,4,4,1,89.246,24.023,1.332,7.53,412
Raiganj,IND,2,162,3,4,3,1,88.142,25.621,1.36,4.37,542
Balurghat,IND,2,126,4,4,4,1,88.789,25.238,1.364,6.37,534
Jaipur_Hat,BGD,2,65,3,4,3,1,89.037,25.109,1.378,3.88,428
Bogra,BGD,2,333,4,4,4,1,89.375,24.825,1.387,6.16,310
Naihati,BGD,2,61,3,4,3,1,89.035,22.383,1.389,4.17,490
Noapara,BGD,2,70,3,4,3,1,89.517,23.333,1.408,4.2,268
Rajbari,BGD,2,78,3,4,3,1,89.654,23.747,1.416,4.02,394
Shahjadpur,BGD,2,66,4,4,4,1,89.586,24.122,1.416,6.87,513
Gangarampur,IND,2,52,3,4,3,1,88.525,25.404,1.425,4.81,542
Sirajganj,BGD,2,136,4,4,4,1,89.691,24.454,1.437,7.85,395
Birganj,NPL,2,149,2,4,3,1,84.946,27.075,1.492,1.85,249
Nagaon,IND,2,106,3,4,3,1,92.708,26.354,1.521,3.49,827
Tangail,BGD,2,134,4,4,4,1,89.929,24.259,1.521,6.47,392
Faridpur,BGD,2,118,3,4,3,1,89.837,23.6,1.531,4.14,333
Gopalpur,BGD,2,85,3,4,3,1,89.933,24.566,1.544,5.19,352
Dohar,BGD,2,156,4,4,4,1,90.152,23.588,1.548,12.52,331
Tezpur,IND,2,100,2,4,3,1,92.802,26.607,1.552,1.68,827
Manikganj,BGD,2,64,3,4,3,1,90.008,23.869,1.557,4.26,440
Bagar_Hat,BGD,2,86,3,4,3,1,89.796,22.659,1.562,3.46,490
Dinajpur,BGD,2,180,3,4,3,1,88.65,25.629,1.562,4.24,609
Mongla,BGD,2,59,2,4,3,1,89.572,22.484,1.563,1.79,512
Madaripur,BGD,2,72,3,4,3,1,90.187,23.158,1.604,5.03,616
Gaibandha,BGD,2,79,3,4,3,1,89.55,25.325,1.606,5.37,432
Pirojpur,BGD,2,52,3,4,3,1,89.983,22.584,1.624,4.06,509
Kishanganj,IND,2,84,3,4,3,1,87.954,26.1,1.632,4.25,282
Palang,BGD,2,61,3,4,3,1,90.35,23.216,1.632,4.71,331
Gauranadi,BGD,2,54,4,4,4,1,90.23,22.97,1.634,5.86,413
Jamalpur,BGD,2,117,3,4,3,1,89.95,24.904,1.636,5.38,413
Brahman_Bariya,BGD,2,241,4,4,4,1,91.117,23.988,1.728,6.85,866
Agartala,IND,2,290,3,4,3,1,91.304,23.838,1.734,4.5,569
Narsingdi,BGD,2,504,4,4,4,1,90.671,23.854,1.739,8.67,328
Barisal,BGD,2,306,4,4,4,1,90.371,22.684,1.747,8.49,670
Sherpur,BGD,2,89,3,4,3,1,90.029,25.021,1.774,3.93,647
Saidpur,BGD,2,183,3,4,3,1,88.908,25.788,1.806,5.09,682
Chilmari,BGD,2,58,3,4,3,1,89.715,25.552,1.815,2.57,407
Rangpur,BGD,2,391,4,4,4,1,89.271,25.742,1.829,6.33,458
Bhairab_Bazar,BGD,2,155,4,4,4,1,90.99,24.068,1.849,7.36,441
Mymenshing,BGD,2,253,4,4,4,1,90.421,24.778,1.884,6.44,394
Comilla,BGD,2,453,4,4,4,1,91.162,23.463,1.9,7.02,750
Bhola,BGD,2,79,3,4,3,1,90.65,22.684,1.907,4.06,518
Hajiganj,BGD,2,78,4,4,4,1,90.86,23.24,1.924,7.08,335
Patuakhali,BGD,2,64,3,4,3,1,90.342,22.359,1.943,3.62,443
Kurigram,BGD,2,66,3,4,3,1,89.632,25.809,1.944,4.01,479
Thakurgaon,BGD,2,91,3,4,3,1,88.458,26.034,1.969,2.64,747
Jorhat,IND,2,109,3,4,3,1,94.208,26.75,1.987,2.56,677
Islampur,IND,2,52,3,4,3,1,88.192,26.259,2,3.15,645
Nilphamari,BGD,2,77,3,4,3,1,88.858,25.938,2.008,3.22,490
Sibsagar,IND,2,409,2,4,3,1,94.742,26.871,2.026,1.45,629
Kishorganj,BGD,2,139,4,4,4,1,90.792,24.442,2.03,7.02,447
Laksham,BGD,2,63,3,4,3,1,91.133,23.246,2.034,4.92,640
Dibrugarh,IND,2,805,2,4,3,1,95.275,27.267,2.052,1.43,326
Ramganj,BGD,2,76,3,4,3,1,90.85,23.1,2.06,5.22,331
Nageshwari,BGD,2,59,3,4,3,1,89.716,25.967,2.108,3.61,407
Lalmonir_Hat,BGD,2,70,3,4,3,1,89.45,25.921,2.136,3.76,447
Fulbaria,BGD,2,79,3,4,3,1,90.73,24.62,2.141,4.03,302
Lakshmipur,BGD,2,66,4,4,4,1,90.837,22.938,2.196,6.09,387
Feni,BGD,2,189,4,4,4,1,91.4,23.011,2.197,6.11,284
Dhubri,IND,2,82,3,4,3,1,89.971,26.055,2.229,3.43,789
Fatikchhari,BGD,2,59,2,4,3,1,91.817,22.654,2.267,2.2,480
Habiganj,BGD,2,61,3,4,3,1,91.421,24.379,2.297,3.96,529
Netrakona,BGD,2,58,3,4,3,1,90.729,24.888,2.334,3.23,371
Maulvi_Bazar,BGD,2,81,3,4,3,1,91.775,24.492,2.336,3,519
Noakhali,BGD,2,399,4,4,4,1,91.129,22.892,2.395,8.67,725
Kochbihar,IND,2,81,2,4,3,1,89.458,26.329,2.711,2.47,789
Jalpaiguri,IND,2,92,3,4,3,1,88.704,26.529,2.735,2.55,645
Alipurduar,IND,2,72,2,4,3,1,89.537,26.504,3.653,1.85,883
Xinying,CHN,2,55,4,3,3,1,109.533,19.896,1.287,16.44,1060
Danzhou,CHN,2,375,3,3,3,1,109.558,19.525,1.304,4.63,1060
Lincheng,CHN,2,118,3,3,3,1,109.692,19.909,1.324,4.55,1060
Jinjiang,CHN,2,91,3,3,3,1,110.012,19.738,1.421,2.81,1060
Wenchang,CHN,2,172,3,3,3,1,110.734,19.604,1.456,3.32,1060
Dongfang,CHN,2,131,2,3,2,1,108.686,19.109,0.849,2.48,1060
Srikakulam,IND,2,141,3,4,3,1,83.908,18.3,0.577,3.52,719
Heroica_Veracruz,MEX,6,561,3,3,3,1,-96.183,19.141,0.978,4.42,3318
Carlos_A._Carrillo,MEX,6,53,1,2,1,1,-95.825,18.346,1.017,0.31,4460
Acayucan,MEX,6,67,1,2,1,1,-94.888,17.95,1.072,0.78,4383
Tierra_Blanca,MEX,6,50,1,2,1,1,-96.35,18.446,1.281,0.97,4340
San_Andres_Tuxtla,MEX,6,104,2,2,2,1,-95.196,18.438,1.331,1.03,4460
Villahermosa,MEX,6,543,1,3,2,1,-93.058,17.991,1.459,0.84,2507
Tuxtepec,MEX,6,190,2,2,2,1,-96.092,18.167,1.544,1.02,4343
Las_Choapas,MEX,6,51,1,2,1,1,-94.096,17.917,1.548,0.8,4373
Cardenas,MEX,6,93,1,2,1,1,-93.4,17.926,1.609,0.44,4292
Kaghaznagar,IND,2,59,2,3,2,1,79.492,19.354,0.603,1.43,999
Mandapeta,IND,2,196,3,4,3,1,81.987,16.859,0.645,3.08,845
Rajahmundry,IND,2,586,4,3,3,1,81.808,16.988,0.646,7.31,1191
Samalkot,IND,2,99,3,4,3,1,82.158,17.067,0.653,3.99,753
Kothagudem,IND,2,102,2,4,3,1,80.671,17.542,0.66,1.11,753
Hue,VNM,2,304,4,4,4,1,107.596,16.447,1.589,5.82,824
Salina_Cruz,MEX,6,120,1,3,2,1,-95.171,16.319,0.448,0.69,3161
Bapatla,IND,2,69,3,4,3,1,80.475,15.913,0.518,3.32,753
Guntur,IND,2,625,4,3,3,1,80.425,16.3,0.525,10.21,1081
Ponnur,IND,2,57,3,4,3,1,80.558,16.063,0.54,3.22,753
Tenali,IND,2,143,4,3,3,1,80.65,16.238,0.549,5.76,1235
Machilipatnam,IND,2,211,3,3,3,1,81.142,16.209,0.626,5.56,1121
Gudivada,IND,2,116,3,4,3,1,81.004,16.434,0.632,4.71,753
Kakinada,IND,2,439,4,3,3,1,82.238,16.971,0.643,9.84,1294
Tanuku,IND,2,100,3,4,3,1,81.692,16.759,0.646,4.14,753
Pithapuram,IND,2,51,3,4,3,1,82.267,17.125,0.649,3.13,753
Tadepalligudem,IND,2,101,3,4,3,1,81.533,16.817,0.653,3.62,753
Bheemavaram,IND,2,136,3,3,3,1,81.529,16.542,0.654,5.16,940
Pyinmana,MMR,2,87,3,4,3,1,96.208,19.75,1.04,2.58,206
Toungoo,MMR,2,102,2,4,3,1,96.454,18.934,1.405,1.95,202
Nyaunglebin,MMR,2,86,4,4,4,1,96.729,17.954,1.647,8.12,240
Tharrawaddy,MMR,2,52,2,4,3,1,95.792,17.646,1.855,1.84,224
Kanbe,MMR,2,52,3,4,3,1,96.017,16.695,1.929,3.57,271
Hinthada,MMR,2,126,3,4,3,1,95.454,17.642,1.998,4.61,224
Pathein,MMR,2,224,3,4,3,1,94.746,16.817,2.068,4.07,241
Bogale,MMR,2,56,3,4,3,1,95.416,16.278,2.174,3.78,209
Pyapon,MMR,2,59,4,4,4,1,95.675,16.284,2.229,7.02,209
San_Pedro_Sula,HND,6,872,2,4,3,1,-87.958,15.434,1.012,2.26,356
Ongole,IND,2,147,3,4,3,1,80.046,15.509,0.488,2.66,753
Kavali,IND,2,77,3,4,3,1,80.008,14.917,0.539,2.69,753
Nellore,IND,2,477,3,4,3,1,80.012,14.496,0.558,2.92,794
Qui_Nhon,VNM,2,211,3,4,3,1,109.2,13.775,1.13,2.9,646
Nakhon_Sawan,THA,2,92,1,3,2,1,100.125,15.729,0.706,0.98,1642
Suphan_Buri,THA,2,59,2,2,2,1,100.096,14.475,0.719,1.13,4053
Sing_Buri,THA,2,62,1,2,1,1,100.425,14.896,0.728,0.92,4053
Ban_Phaeo,THA,2,51,2,2,2,1,100.117,13.586,0.756,1.14,9994
Ang_Thong,THA,2,56,2,2,2,1,100.483,14.567,0.758,1.35,4053
Ratchaburi,THA,2,83,2,3,2,1,99.8,13.55,0.839,1.41,1542
Richard_Toll,SEN,1,60,3,4,3,1,-15.688,16.457,0.132,3.02,312
Kaedi,MRT,1,51,2,4,3,1,-13.496,16.161,0.185,1.83,522
Louga,SEN,1,73,2,4,3,1,-16.217,15.621,0.192,1.68,574
Mbacke,SEN,1,105,3,4,3,1,-15.871,14.846,0.254,2.52,607
Diourbel,SEN,1,121,3,4,3,1,-16.225,14.654,0.275,4.39,588
Thies,SEN,1,279,4,4,4,1,-16.942,14.796,0.319,5.68,528
Mbour,SEN,1,127,3,4,3,1,-16.996,14.445,0.333,2.73,308
Kaolack,SEN,1,229,3,4,3,1,-16.088,14.154,0.35,3.05,722
Tambacounda,SEN,1,69,2,4,3,1,-13.667,13.771,0.46,1.71,397
Al_Hudaydah,YEM,7,288,2,4,3,4,43.062,14.792,0.044,2.26,364
Zabid,YEM,7,61,1,4,2,4,43.3,14.196,0.048,0.97,268
Bajil,YEM,7,56,2,4,3,4,43.283,15.059,0.058,1.2,263
Adan,YEM,7,288,2,4,3,4,44.971,12.888,0.029,1.85,749
Jaar,YEM,7,70,2,4,3,4,45.317,13.217,0.04,1.38,251
Phetchaburi,THA,2,81,2,3,2,1,99.933,12.971,0.817,1.03,1540
Rayong,THA,2,135,2,3,2,1,101.167,12.743,0.928,1,1464
Kancheepuram,IND,2,150,4,3,3,1,79.712,12.829,0.623,6.57,1925
Leon,NIC,6,133,2,3,2,1,-86.879,12.442,0.992,1.88,1022
Chinandega,NIC,6,172,2,3,2,1,-87.096,12.638,1.204,1.51,933
Managua,NIC,6,840,3,3,3,1,-86.162,11.984,0.766,3.12,1096
La_Ceiba,HND,6,122,2,3,2,1,-86.825,15.737,1.093,1.41,890
Kolda,SEN,1,51,2,4,3,1,-14.95,12.883,0.667,2.2,320
Zinguinchor,SEN,1,207,4,4,4,1,-16.267,12.565,0.774,6.32,326
Bissau,GNB,1,292,4,4,4,1,-15.608,11.871,1.051,11.35,71
Phan_Rang,VNM,2,163,3,4,3,1,108.996,11.575,1.029,2.7,709
Phan_Thiet,VNM,2,136,3,4,3,1,108.108,10.947,1.196,3.98,598
Porlamar,VEN,6,339,2,3,2,1,-63.97,10.983,0.407,1.41,2736
Koutiala,MLI,1,143,3,4,3,1,-5.454,12.384,0.5,3.86,225
Bobo_Dioulasso,BFA,1,336,4,4,4,1,-4.283,11.171,0.59,6.37,217
Banfora,BFA,1,75,2,4,3,1,-4.763,10.638,0.66,2.21,180
Sikasso,MLI,1,123,2,4,3,1,-5.679,11.313,0.666,2.46,234
Preah_Sihanouk,KHM,2,67,3,4,3,1,103.543,10.625,1.811,3.31,498
Thanjavur,IND,2,216,3,3,3,1,79.129,10.767,0.58,4.37,1957
Nagapattinam,IND,2,463,3,3,3,1,79.666,10.763,0.689,3.24,1091
Sirkazhi,IND,2,68,4,3,3,1,79.742,11.242,0.703,8.33,1106
Chidambaram,IND,2,67,3,3,3,1,79.7,11.404,0.71,3.33,1106
San_Fernando,TTO,3,971,2,2,2,1,-61.4,10.429,1.36,1.57,10415
Maicao,COL,6,107,2,3,2,1,-72.212,11.384,0.505,1.31,2893
Machiques,VEN,6,54,1,2,1,1,-72.475,10.063,0.793,0.37,4686
Ramanathapuram,IND,2,61,2,3,2,1,78.842,9.371,0.534,2.44,1053
Paramakudi,IND,2,81,3,3,3,1,78.596,9.542,0.573,2.88,1053
Valledupar,COL,6,198,2,3,2,1,-73.221,10.459,0.649,1.28,1109
El_Banco,COL,6,51,1,3,2,1,-73.954,9.017,1.056,0.74,3110
Phnum_Penh,KHM,2,991,4,4,4,1,104.874,11.563,0.878,14.01,151
Siem_Reab,KHM,2,91,3,4,3,1,103.862,13.354,0.89,4.54,310
Kampong_Cham,KHM,2,70,2,4,3,1,105.443,12.001,0.908,2.44,515
Sisophon,KHM,2,82,2,4,3,1,102.983,13.583,0.912,2.43,698
Bat_Dambang,KHM,2,160,4,4,4,1,103.208,13.1,0.976,9.96,468
Tay_Ninh,VNM,2,199,3,4,3,1,106.121,11.304,1.06,4.34,713
Chau_Doc,VNM,2,80,2,4,3,1,105.121,10.709,1.091,1.69,617
Long_Xuyen,VNM,2,232,3,4,3,1,105.45,10.353,1.155,4.1,708
Sa_Dec,VNM,2,77,3,4,3,1,105.767,10.283,1.201,4.46,617
Vinh_Long,VNM,2,124,3,4,3,1,105.971,10.236,1.215,4.23,634
Tan_An,VNM,2,94,3,4,3,1,106.417,10.542,1.228,4.54,753
Can_Tho,VNM,2,314,3,4,3,1,105.746,10.024,1.238,5.15,761
My_Tho,VNM,2,180,4,3,3,1,106.358,10.374,1.246,7.24,992
Ben_Tre,VNM,2,98,4,4,4,1,106.383,10.246,1.26,6.71,753
Rach_Gia,VNM,2,176,3,4,3,1,105.108,9.942,1.272,4.07,627
Tra_Vinh,VNM,2,72,4,4,4,1,106.346,9.934,1.303,9.49,674
Kampot,KHM,2,52,2,4,3,1,104.183,10.617,1.321,1.84,551
Soc_Trang,VNM,2,107,4,4,4,1,105.983,9.604,1.324,6.5,649
Bac_Lieu,VNM,2,88,3,4,3,1,105.737,9.292,1.373,2.88,637
Ca_Mau,VNM,2,114,3,4,3,1,105.162,9.179,1.394,3.74,637
Puerto_la_Cruz,VEN,6,396,2,3,2,1,-64.567,10.143,0.523,1.54,2291
Anaco,VEN,6,110,1,2,1,1,-64.433,9.084,0.551,0.22,4885
El_Tigre,VEN,6,182,1,3,2,1,-64.179,8.929,0.598,0.55,3402
El_Carmen,VEN,6,119,1,3,2,1,-64.13,9.815,0.643,0.46,2686
Kayalpattinam,IND,2,80,2,3,2,1,78.086,8.588,0.52,2.29,1053
Chitre,PAN,6,61,2,2,2,1,-80.417,7.956,1.101,1.08,4008
Plato,COL,6,54,1,3,2,1,-74.772,9.789,0.606,0.8,2280
Cartagena,COL,6,592,2,3,2,1,-75.429,10.363,0.69,2.43,1687
Sabanalarga,COL,6,58,2,3,2,1,-74.896,10.629,0.702,1.51,2822
Magangue,COL,6,78,2,3,2,1,-74.775,9.278,0.759,1.16,1625
Sincelejo,COL,6,322,2,3,2,1,-75.342,9.104,0.772,1.8,1210
Lorica,COL,6,59,2,3,2,1,-75.754,9.211,0.842,1,1942
Monteria,COL,6,324,2,3,2,1,-75.763,8.884,0.851,1.61,1001
Sahagun,COL,6,51,2,3,2,1,-75.429,8.946,0.863,1.52,2041
El_Vigia,VEN,6,71,1,2,1,1,-71.675,8.575,1.024,0.57,4418
San_Carlos_del_Zulia,VEN,6,60,1,1,1,1,-71.921,9,1.057,0.81,16662
Phuket,THA,2,113,2,2,2,1,98.37,7.896,1.552,2.05,7221
Maturin,VEN,6,335,1,2,1,1,-63.396,9.684,0.803,0.57,4472
Hat_Yai,THA,2,312,2,3,2,1,100.512,6.875,1.207,1.65,2344
Yala,THA,2,74,2,3,2,1,101.279,6.542,1.319,1.15,2583
Monrovia,LBR,1,322,4,4,4,1,-10.765,6.291,2.55,8.47,37
Kousseri,CMR,1,70,3,4,3,1,15.025,12.077,0.268,4.71,283
Maroua,CMR,1,252,3,4,3,1,14.333,10.604,0.354,4.61,197
Yagoua,CMR,1,62,2,4,3,1,15.233,10.333,0.398,1.76,253
Sarh,TCD,1,107,3,4,3,1,18.376,9.148,0.587,2.8,382
Moundou,TCD,1,130,2,4,3,1,16.083,8.568,0.643,2.42,347
Caucasia,COL,6,51,2,3,2,1,-75.2,7.934,1.735,1.1,3260
Apartado,COL,6,159,1,4,2,1,-76.658,7.784,1.932,0.65,803
Lhokseumawe,IDN,2,79,2,3,2,1,97.07,5.12,1.123,1.58,1294
Barrancabermeja,COL,6,175,1,3,2,1,-73.803,6.925,1.748,0.86,2674
Gao,MLI,1,59,2,4,3,1,-0.028,16.275,0.08,1.74,235
Nema,MRT,1,53,2,4,3,1,-7.255,16.618,0.104,2.45,368
ad_Duwaym,SDN,1,85,2,4,3,1,32.171,14.013,0.104,2.09,368
Rufaca,SDN,1,103,1,4,2,1,33.327,14.773,0.105,0.7,377
al_Manaqil,SDN,1,102,3,4,3,1,32.996,14.25,0.118,4.4,374
al_Fashir,SDN,1,221,3,4,3,1,25.358,13.621,0.13,5.5,329
Kusti,SDN,1,264,3,4,3,1,32.46,13.17,0.141,3.01,386
Wad_Madani,SDN,1,372,3,4,3,1,33.525,14.348,0.145,2.64,453
Umm_Ruwabah,SDN,1,124,4,4,4,1,31.225,12.904,0.15,6.42,388
Rabak,SDN,1,91,2,4,3,1,32.734,13.209,0.153,1.13,358
Gashua,NGA,1,99,2,4,3,1,11.05,12.863,0.175,2.41,277
Nguru,NGA,1,90,3,4,3,1,10.458,12.875,0.18,3.45,267
Zinder,NER,1,185,3,4,3,1,8.992,13.809,0.192,5.55,146
ad_Duwaym,SDN,1,114,3,4,3,1,26.142,11.463,0.213,5.21,274
Gamboru,NGA,1,64,2,3,2,1,14.21,12.352,0.214,2.04,3035
Maradi,NER,1,163,3,4,3,1,7.117,13.496,0.23,3.09,149
Babanusah,SDN,1,51,3,4,3,1,27.817,11.334,0.233,3.17,464
Hadejia,NGA,1,96,3,4,3,1,10.046,12.454,0.239,3.82,267
Sinjah,SDN,1,55,2,4,3,1,33.935,13.123,0.241,1.93,318
Mopti_Commune,MLI,1,94,2,4,3,1,-4.129,14.467,0.246,1.09,245
Daura,NGA,1,68,3,4,3,1,8.329,13.038,0.246,3.01,193
Niamey,NER,1,538,3,4,3,1,2.15,13.513,0.248,4.95,75
Maiduguri,NGA,1,902,4,4,4,1,13.146,11.842,0.254,6.5,328
Niono_Socoura,MLI,1,60,3,4,3,1,-5.978,14.254,0.26,3.11,120
Katsina,NGA,1,379,3,4,3,1,7.625,12.971,0.267,5.37,229
N'Djamena,TCD,1,685,4,4,4,1,15.05,12.133,0.268,11.01,294
Sokoto,NGA,1,397,3,4,3,1,5.242,13.042,0.272,4.16,247
Bama,NGA,1,95,3,4,3,1,13.692,11.529,0.277,3.16,295
Kayes,MLI,1,70,2,4,3,1,-11.429,14.47,0.329,1.35,310
Ouahigouya,BFA,1,56,2,4,3,1,-2.413,13.575,0.335,1.65,186
Segou,MLI,1,127,3,4,3,1,-6.246,13.424,0.343,3.61,279
Kaura_Namoda,NGA,1,57,2,4,3,1,6.583,12.6,0.352,1.72,185
Birnin_Kebbi,NGA,1,92,3,4,3,1,4.212,12.454,0.395,2.72,182
Biu,NGA,1,77,3,4,3,1,12.192,10.604,0.401,3.48,282
Kongor,SDN,1,91,3,4,3,1,31.35,7.167,0.464,2.79,219
Gogrial,SDN,1,67,2,4,3,1,28.117,8.533,0.502,2.35,219
Uwayl,SDN,1,67,2,4,3,1,27.4,8.767,0.514,1.79,219
Cukai,MYS,2,73,1,2,1,1,103.427,4.235,2.142,0.68,6863
Miri,MYS,2,136,2,2,2,1,114.012,4.442,2.053,1.06,8442
Paramaribo,SUR,6,333,2,3,2,1,-55.199,5.771,1.392,2.21,3244
Damaturu,NGA,1,115,3,4,3,1,11.975,11.746,0.29,2.71,278
Azare,NGA,1,100,3,4,3,1,10.2,11.679,0.309,5.29,271
Gombe,NGA,1,238,4,4,4,1,11.154,10.296,0.441,6.87,273
Numan,NGA,1,61,2,4,3,1,12.042,9.448,0.485,1.37,305
Jimeta,NGA,1,286,3,4,3,1,12.462,9.254,0.499,2.76,305
Lafia,NGA,1,115,4,4,4,1,8.525,8.504,0.628,5.75,277
Bida,NGA,1,162,3,4,3,1,6.008,9.096,0.694,3.35,444
Wukari,NGA,1,77,3,4,3,1,9.775,7.879,0.72,4.67,270
Attitogon,TGO,1,61,3,4,3,1,1.667,6.417,0.745,3.83,236
Sectaur_d_Afragnag,TGO,1,117,4,4,4,1,1.637,6.484,0.745,6.53,236
Makurdi,NGA,1,217,3,4,3,1,8.533,7.711,0.747,3.73,271
Aflao,GHA,1,57,4,4,4,1,1.154,6.123,0.75,10.15,281
Lokoja,NGA,1,54,2,4,3,1,6.733,7.813,0.766,1.67,288
Logbo,TGO,1,140,3,4,3,1,1.53,6.333,0.778,3.39,236
PortoNovo,BEN,1,414,4,4,4,1,2.633,6.5,0.848,6.93,377
Ankpa,NGA,1,58,3,4,3,1,7.637,7.404,0.852,3.16,282
Cotonou,BEN,1,993,4,4,4,1,2.421,6.362,0.869,12.97,167
Gboko,NGA,1,147,3,4,3,1,9.008,7.334,0.937,3.79,271
Idah,NGA,1,60,3,4,3,1,6.741,7.1,0.991,2.71,288
Aku,NGA,1,66,3,4,3,1,7.333,6.7,1.093,2.83,291
Eha_Amufu,NGA,1,63,2,4,3,1,7.767,6.667,1.15,1.96,291
Otukpo,NGA,1,116,3,4,3,1,8.669,6.885,1.193,5.22,282
Effium,NGA,1,78,3,4,3,1,8.067,6.633,1.243,4.76,282
Enugu,NGA,1,595,3,4,3,1,7.529,6.438,1.259,4.73,374
Okpoko,NGA,1,145,4,4,4,1,6.728,6.447,1.275,5.83,298
Uromi,NGA,1,107,4,4,4,1,6.333,6.709,1.28,9.3,298
Ekpoma,NGA,1,59,3,4,3,1,6.137,6.746,1.297,3.2,298
Epe,NGA,1,71,3,4,3,1,3.975,6.591,1.297,2.82,321
Awka,NGA,1,243,3,4,3,1,7.017,6.171,1.308,4.08,293
Ishieke,NGA,1,137,3,4,3,1,8.054,6.423,1.332,3.43,282
Okitipupa,NGA,1,61,3,4,3,1,4.792,6.509,1.362,3.79,292
Agulu,NGA,1,84,4,4,4,1,7.012,6.092,1.416,16.08,291
Igbo_Ukwu,NGA,1,186,4,4,4,1,7.017,6.017,1.416,12.03,293
Abakaliki,NGA,1,122,3,4,3,1,8.133,6.3,1.438,2.62,282
Agbor,NGA,1,66,4,4,4,1,6.196,6.254,1.505,5.87,298
Okigwe,NGA,1,92,3,4,3,1,7.35,5.85,1.514,4.5,272
Uga,NGA,1,134,4,4,4,1,7.08,5.93,1.517,11.23,272
Ihiala,NGA,1,89,4,4,4,1,6.85,5.85,1.524,5.9,401
Ozubulu,NGA,1,117,4,4,4,1,6.85,5.95,1.524,6.28,401
Afikpo,NGA,1,65,3,4,3,1,7.954,5.884,1.6,5.41,272
Amaigbo,NGA,1,99,3,4,3,1,7.83,5.78,1.668,4.89,272
Etiti,NGA,1,57,3,4,3,1,7.35,5.62,1.697,3.59,272
Umuahia,NGA,1,214,4,4,4,1,7.496,5.517,1.697,7.74,272
Bende,NGA,1,60,3,4,3,1,7.63,5.57,1.72,3.45,272
Ugep,NGA,1,190,4,4,4,1,8.083,5.8,1.751,5.85,316
Owerri,NGA,1,175,4,4,4,1,7.046,5.492,1.756,7.51,272
Ohafia,NGA,1,57,3,4,3,1,7.8,5.62,1.762,3.5,272
Sapele,NGA,1,153,2,3,2,1,5.7,5.917,1.783,2.08,991
Ikot_Ekpene,NGA,1,173,4,4,4,1,7.725,5.179,1.919,7,272
Aba,NGA,1,436,4,4,4,1,7.367,5.113,1.935,11.13,266
Ikom,NGA,1,77,3,4,3,1,8.729,5.963,1.938,3.69,316
Warri,NGA,1,368,4,4,4,1,5.75,5.51,2.006,6.37,798
Ughelli,NGA,1,76,3,4,3,1,5.983,5.486,2.009,3.06,762
Abonnema,NGA,1,110,4,3,3,1,6.802,4.69,2.04,8.57,937
Edea,CMR,1,112,3,4,3,1,10.129,3.804,2.041,3.07,325
Uyo,NGA,1,161,3,4,3,1,7.937,5.034,2.06,4.7,272
Buguma_City,NGA,1,135,4,3,3,1,6.864,4.708,2.094,6.67,937
Port_Harcourt,NGA,1,897,4,4,4,1,7.033,4.778,2.109,11.17,519
Calabar,NGA,1,438,4,4,4,1,8.346,4.99,2.236,6.24,555
